,speaker,text,code
179578,B,I think Mike Webster was left,sv
179579,B,"but then he, he just left.",sd
179580,A,"Uh-huh,",b
179581,A,yeah.,b
179582,B,Uh.,%
179583,A,"He may have been the last of the old guard,",sv
179584,A,I don't know.,h
179585,B,"Yeah,",aa
179586,B,"I think he is,",sv
179587,B,I think he was.,sv
179588,A,"Uh-huh,",b
179589,A,"yeah,",b
179590,A,they had such a super team.,sv
179591,B,Uh-huh.,b
179592,A,Have you been following the big draft that occurred yesterday?,qy
179593,B,"No,",nn
179594,B,I didn't.,sd
179595,A,I see.,bk
179596,B,Huh-uh.,b
179597,A,"There's quite a bit of activity now,",sv
179598,A,"of course they had so many, you know, nice, uh, choices because their record was so lousy the last few years.",sv
179599,A,"They picked up,  you know, quite a few of the,",sd
179600,B,Uh.,%
179601,A,of course you never know.,sv
179602,A,"The guys they pick, you know, may never play a game.",sv
179603,A,"You never know,",sv
179604,A,"it's, it's a gamble,",sv
179605,A,it really is.,sv
179606,B,"Yeah,",b
179607,B,uh-huh.,b
179608,A,"They may get hurt, or, not be able to participate at that level, if you know,",sd
179609,B,"Well who would you say is your favorite player, or has ever been your favorite player?",qw
179610,A,Ever been?,qy
179611,B,Uh-huh.,ny
179612,A,"Probably an old guy that played, probably before you were born",sd
179613,A,his name was Sam Huff.,sd
179614,A,He used to play for the New York Giants.,sd
179615,B,Oh.,b
179616,A,"That was one of the toughest guys that I've ever seen in my life,  as far as, you know, dedication.",sd
179617,B,Really.,b
179618,A,He just went all out every single play.,sv
179619,B,Uh-huh.,b
179620,A,"Of course, there have been some other great ones too, Dick Butkis, and Bradshaw, you know,",sv
179621,A,there's been so many.,sv
179622,B,"Yeah,",b
179623,A,"But if I had to pick one, I would probably pick Sam Huff, as a matter of fact.",sd
179624,B,"Oh, you know, that's really funny, um,",sv
179625,B,"well, I, I come from a large family",sd
179626,B,"and, there's quite a few boys",sd
179627,B,so that's kind of how I got in with the football.,sd
179628,B,Either watch that or watch nothing.,sd
179629,A,That's right.,b
179630,B,"And, um, at one time I could name all the players on the Steelers, you know.",sd
179631,A,Uh-huh.,b
179632,B,"And, but, even when Bradshaw was playing, I, I don't know, I, I didn't particularly care for him,",sd
179633,A,Uh-huh.,b
179634,B,I thought he was kind of cocky or something.,sd
179635,A,"He is,",sv
179636,A,"he is,",sv
179637,B,Uh-huh.,b
179638,A,of course a quarterback has a big ego.,sv
179639,B,"Yeah,",b
179640,B,uh-huh.,b
179641,A,"They really they have to have,",sv
179642,A,they can't survive.,sv
179643,B,"Uh-huh,",b
179644,B,uh-huh.,b
179645,A,"They always think they can win, you know, which is the way it should be.",sv
179646,B,Uh-huh.,b
179647,A,"Boy, he never gave up, I'll tell you.",sd
179648,B,Yeah,b
179649,B,"him and Franco Harris,",sd
179650,B,I really didn't care for the either two of them.,sd
179651,A,"Uh-huh,",b
179652,A,"uh-huh,",b
179653,B,"I mean they were good,",sv
179654,B,"but, I, you know, you couldn't deny that.",sv
179655,A,Oh yeah.,b
179656,B,"But I didn't, I thought, you know, well I just didn't really care for either one of them.",sd
179657,A,Uh-huh.,b
179658,B,"Uh, today, my favorites out of those guys were probably, um, Lambert, Ham,  and, uh, Stallworth and Swan.",sd
179659,A,Uh-huh.,b
179660,A,Uh-huh.,b
179661,A,"Uh-huh,",b
179662,A,"absolutely,",aa
179663,A,I can't disagree with that.,aa
179664,A,"They were super players,",sv
179665,A,they really were.,sv
179666,B,Uh-huh.,b
179667,A,"They really,",%
179668,B,"I, I, I like, not just with the Pittsburgh, I like watching on Saturday afternoons when they'll have like the plays or the, the best plays from,  you know, from the week or something.",sd
179669,A,Uh-huh.,b
179670,A,"Yeah,",b
179671,A,"highlights, yeah.",sd
179672,B,"Yeah,",b
179673,B,I love watching that.,sd
179674,B,"Then I like watching their bloopers too, you know",sd
179675,A,"Yeah,",b
179676,A,"yeah,",b
179677,A,"that's kind of funny too, as a matter of fact",sv
179678,A,"Some of them a, a bit embarrassing.",sv
179679,A,"Yeah,",%
179680,A,"well they make mistakes too, I guess.",sv
179681,B,"Yeah,",b
179682,B,"uh-huh,",b
179683,B,"it's funny that more people don't get hurt. You know, especially, I would say the receivers,  when they're in the air and they get tackled.",sv
179684,A,Absolutely.,aa
179685,A,"Uh-huh,",b
179686,A,"oh they,  They take such a beating.",%
179687,B,"Oh, yeah,",aa
179688,B,it's funny some of their necks don't get broken.,sv
179689,A,"Absolutely,",aa
179690,A,I don't know how they do it.,sd
179691,A,"It's, it must just take a hundred percent concentration, I guess, because they know they're going to get hit,",sv
179692,A,"it's just a matter of how hard, you know, or where.",sv
179693,B,Yeah.,b
179694,B,"An they have to be in ideal physical shape, basically.",sv
179695,A,"Oh, absolutely.",aa
179696,A,They look like sometimes they're just broken in two like a match stem.,sv
179697,A,"Gosh, what a beating,",sv
179698,A,"they really do take a beating,",sv
179699,A,they really do.,sv
179700,B,Yeah.,b
179701,B,"Well what did you think of, um. a couple years ago for the Bears, the Refrigerator.",qo
179702,A,"I think he was just probably a passing phenomena, I think",sv
179703,A,"I don't know,",h
179704,A,"I, I'm knowing what, you know,",%
179705,A,"of course, Mike Ditka was in Dallas for years and years as coach, is knowing his, or, you know, knowing of his temperament, I'm just surprised he ever, you know, kept the guy around,",sv
179706,A,I really am.,sv
179707,A,"He's such a, he's about a half hot head anyway, such a temper.",sv
179708,B,"Oh, you know, and to me he does, um, oh, he's just so big and fat,",sv
179709,A,Uh-huh.,b
179710,B,he doesn't even look like he's in shape.,sv
179711,B,"He's just so big, no one can move him.",sv
179712,A,"That's right, yeah,",ba
179713,A,absolutely.,aa
179714,A,"There's just so much mass there, I guess they just can't,",sv
179715,A,"I don't know, you know,",h
179716,A,"I,",%
179717,A,"probably the guy is, you know, probably physically strong.",sv
179718,A,"I, you know,",%
179719,A,obviously not very fast.,sv
179720,B,Uh-huh.,b
179721,A,"But I guess it's just, like you say, a mass that nobody can seem to get out of the way.",sv
179722,A,"As far as him scoring touch downs, you know, I think that was kind of weird.",sv
179723,A,"I don't know,",h
179724,A,"Dallas has a guy, uh, his name is Nate Newton,",sd
179725,A,now he has a real weight problem too.,sv
179726,A,"He fights it every single year,",sv
179727,A,"but, he manages to still keep playing,",sd
179728,A,"but,  he has a terrible weight problem.",sv
179729,B,Yeah.,b
179730,B,Wow.,ba
179731,A,They,%
179732,A,the coaches watch him all year long.,sd
179733,A,"They, they weigh him several times a year just to make sure he's not, you know, completely out of control.",sd
179734,B,Uh-huh.,b
179735,A,"But I guess most every team has has someone like that,",sv
179736,A,"I don't,",%
179737,B,"Oh, yeah,",b
179738,B,"there's, there are some really big guys playing in football.",sv
179739,A,"Absolutely they get bigger and bigger, it seems every year.",sv
179740,B,Uh-huh.,b
179741,A,"I guess you have to to, you know, to stay in the game I guess.",sv
179742,B,"Yeah,",b
179743,B,"you would, uh-huh.",aa
179744,A,Yeah.,b
179745,B,"Um, now who,",%
179746,B,would you say that you have a,qy
179747,B,"I mean other than Dallas, would you say that you have, uh, a favorite quarterback.",qy
179748,B,"I mean the quarterback's seem to get most of the, the attention, you know.",sd
179749,A,"Oh, yeah,",ny
179750,A,"sure,",sd
179751,A,"well, you'd have to, uh, or I would have to say, you know, someone like Montana, I guess, who's done so well for so many years.",sv
179752,B,"Yeah,",b
179753,B,"I I, I enjoy watching him play.",sd
179754,A,"Yeah,",b
179755,A,his age is about to catch up with him though.,sv
179756,A,He's no Spring chicken anymore.,sv
179757,B,"No,",b
179758,B,but he's still performing.,sv
179759,A,"And like you say Warren Moon's an excellent,",sv
179760,A,Warren Moon's an excellent.,sv
179761,A,But he's very exciting to watch.,sv
179762,B,"Yes he is,",aa
179763,A,"Uh-huh,",b
179764,A,sure.,b
179765,B,"I, I, I enjoy watching him also.",sv
179766,A,"Uh-huh,",b
179767,A,absolutely.,aa
179768,B,"What about, uh, Marino?",qo
179769,A,"Uh, I'm,",%
179770,A,"obviously he's a very good quarterback,",h
179771,A,"I'd, I never was, you know, too, a whole lot of, a big fan, you know.",sd
179772,A,"Yeah,",b
179773,A,"he may, uh-huh.",sv
179774,A,Yes,ny
179775,A,"he was,",sd
179776,A,I believe that's right at one point in time.,sv
179777,A,but he's a very young fellow.,sv
179778,B,Uh-huh.,b
179779,A,"Yeah,",b
179780,A,"of course a quarterback can look so good if he's got a lot, if he's got a good supporting cast, you know.",sv
179781,B,"That's true,",ba
179782,B,that's true.,ba
179783,A,"If not, he gets beat to death like poor old Troy Aikman has the last couple of years anyway,",sv
179784,A,you,%
179785,A,"Dallas did better last year,",sv
179786,A,hopefully they'll do better this year.,sv
179787,B,"to someone else in the Uh, probably around twelve, uh-huh.",t3
179788,B,"Yeah,",b
179789,B,"uh, I didn't, I don't know,",h
179790,B,"I, I just think, you know Marino will get better",sv
179791,B,"and, uh, his team's not as good as what it was when he went to the Super Bowl,  you know,",sv
179792,A,That's right.,ba
179793,B,so.,%
179794,A,"Yeah,",b
179795,A,"Miami's had some down years, too.",sv
179796,B,Yeah.,b
179797,A,"But they all do, I guess,",sv
179798,B,Uh-huh.,b
179799,B,Yeah,b
179800,B,"That's true,",ba
179801,B,"and with age comes,  you know,",sv
179802,A,"Yeah,",b
179803,A,with,%
179804,A,"yeah,",%
179805,B,"the, the",%
179806,B,"I'm sure arthritis sets in with them,  you know.",sv
179807,A,"Oh yes, very much so.",aa
179808,A,"Hip injuries and things like that, yeah.",^2
179809,B,"Right,",b
179810,B,yeah.,b
179811,A,"Yeah,",b
179812,A,"that, that forces a lot of the guys to get out of the game.",sv
179813,B,"Uh-huh,",b
179814,B,"and they're so young,",sv
179815,A,That's right.,ba
179816,B,"but, they're retired, you know,",sv
179817,A,"Uh-huh,",b
179818,A,"yeah,",b
179819,A,"I read some time, well not too long ago that the average, uh, professional career only lasts seven years.",sd
179820,A,"So that's when you think about it, that's really not a very long time, of course.",sv
179821,B,"Oh yeah,",b
179822,B,but then you think about how many have been in there longer than that.,sv
179823,A,"But if the average is seven years that means a lot of guys don't make it seven years, you know.",sd
179824,B,"Yeah,",b
179825,B,a lot of them would have to get out like in just a couple.,sd
179826,A,that's,%
179827,B,"Holy smokes, I didn't that doesn't seem like very long.",sv
179828,A,"That's, that's a pretty short career on average.",sv
179829,B,Uh-huh.,b
179830,A,"Of course they play their, you know, cards right and do some good investments, they'll, you know, they'll do all right.",sv
179831,B,Uh-huh.,b
179832,A,"But a lot of them don't, unfortunately.",sv
179833,B,Yeah.,b
179834,B,"Um, what do you think of the, uh, L A Raiders,",qo
179835,B,"used to the, the Oakland?",qy
179836,A,"Yeah,",ny
179837,A,"they, they're always branded, you know, as a bunch of outlaws",sv
179838,A,"and,  if their, if their, you know, arrest record won't let won't let them play anywhere else, they seem to go to, they seem to go to the Raiders.",sv
179839,A,"But that just may be, you know, perceived,",sv
179840,A,"you know perception,",sv
179841,A,I don't know.,h
179842,B,Yeah.,b
179843,A,"Al Davis is, he's a kind of strange character, strange, strange looking guy.",sv
179844,A,"Apparently he's kind of a wild guy,",sv
179845,A,I don't really know for sure.,h
179846,A,"They've had some excellent teams, though, obviously.",sv
179847,B,"Yes,",aa
179848,B,they have.,sv
179849,A,"I'm not sure they've yet decided where they want to play,",sv
179850,A,"they keeping talk about, you know, going,",sv
179851,A,Okay.,"fo_o_fw_""_by_bc"
179852,B,Okay.,"fo_o_fw_""_by_bc"
179853,B,"Well, uh, anyways, I'm not exactly sure",sd
179854,B,"I, I wasn't really, uh, paying attention as to what particular, uh, parts of capital punishment we're supposed to talk about,",sd
179855,B,"but it was, uh, basically what's your views on, whether you thought there was certain cases that should be used, that sort of thing?",qo
179856,A,Yeah.,b
179857,B,Right.,b
179858,B,"And, uh, I don't know,",h
179859,B,"I've, I've always thought that any, uh, crime that, uh, that, uh, intentionally where someone goes out and premeditatively takes another life would be the ones where I think that capital punishment would be necessary to keep that person from perhaps, uh, doing it again, and even more so to get people on the outside who are professionals to realize that, you know, there's a, a very steep penalty to, uh, be paid when that's done,",sv
